GEO_ID,NAME,S1903_C01_001E,S1903_C02_001E,S1903_C01_002E,S1903_C02_002E,S1903_C01_003E,S1903_C02_003E,S1903_C01_005E,S1903_C02_005E,S1903_C01_009E,S1903_C02_009E,S1903_C01_010E,S1903_C02_010E
1400000US48113012210,"Census Tract 122.10, Dallas County, Texas",1916,22341,32.9,29167,53.9,21055,0.9,-,22.1,20938,23.2,51333
1400000US48113012211,"Census Tract 122.11, Dallas County, Texas",1712,29575,40.8,38722,45.8,23563,1.3,98750,37.6,39292,15.3,38553
1400000US48113012301,"Census Tract 123.01, Dallas County, Texas",1283,36070,69.4,35571,20,70341,2.1,29911,32.6,35463,44.6,34113
1400000US48113012302,"Census Tract 123.02, Dallas County, Texas",2341,23030,35.1,32326,48.9,12444,3,28523,21.7,29974,21.9,46020
1400000US48113012400,"Census Tract 124, Dallas County, Texas",2064,50357,81.7,54183,3.6,24756,4.1,22415,19.7,42222,71.5,54307
1400000US48113012500,"Census Tract 125, Dallas County, Texas",2476,50292,75.2,53696,9.1,24886,0.6,-,41.1,44902,47.1,59275
1400000US48113012601,"Census Tract 126.01, Dallas County, Texas",1661,41082,43.9,36494,23.1,42614,19.4,39888,38.1,31896,18.1,52407
1400000US48113012603,"Census Tract 126.03, Dallas County, Texas",643,65082,74.8,64554,1.9,-,3.9,26838,33.7,62841,60.5,70347
1400000US48113012604,"Census Tract 126.04, Dallas County, Texas",2393,34011,39.2,46458,39.4,33276,3.9,37788,20,27412,32,55125
1400000US48113012701,"Census Tract 127.01, Dallas County, Texas",1845,35716,60.4,33269,5.9,47292,3.5,11833,48.2,45938,39.8,32966
1400000US48113012702,"Census Tract 127.02, Dallas County, Texas",938,43707,62.4,36113,3.7,26932,0,-,52.3,44918,45.5,40766
1400000US48113012800,"Census Tract 128, Dallas County, Texas",2987,51616,91.6,51722,3.7,12414,1.1,140074,20.6,59107,74.2,51403
1400000US48113012900,"Census Tract 129, Dallas County, Texas",2258,64938,88.7,72689,10.4,35972,0.7,-,8.5,48464,80.2,75240
1400000US48113013004,"Census Tract 130.04, Dallas County, Texas",2369,90838,87.3,93317,7.6,10370,0.8,-,4.8,83000,85.8,93317
1400000US48113013005,"Census Tract 130.05, Dallas County, Texas",1548,85109,97.2,84444,0.8,-,0.6,-,5.4,71818,91.7,85380
1400000US48113013007,"Census Tract 130.07, Dallas County, Texas",1207,69362,81.4,76410,16,65048,0,-,14.8,67404,69.2,76509
1400000US48113013008,"Census Tract 130.08, Dallas County, Texas",1325,76027,86.9,90551,6.4,51964,0,-,21.7,21647,69.7,114773
1400000US48113013009,"Census Tract 130.09, Dallas County, Texas",1725,52962,61.4,89750,34.3,33443,1.2,76786,15.4,57670,47.3,93333
1400000US48113013010,"Census Tract 130.10, Dallas County, Texas",1740,30640,62.4,31171,18.9,21372,3.6,44714,45.4,27595,28.1,63750
1400000US48113013011,"Census Tract 130.11, Dallas County, Texas",1627,28618,52.9,23125,27.5,28871,2,-,59.3,26415,9.7,30395
1400000US48113013101,"Census Tract 131.01, Dallas County, Texas",1185,103321,91,110345,0,-,2.6,110221,2.4,"250,000+",88.6,110259
1400000US48113013102,"Census Tract 131.02, Dallas County, Texas",800,98806,95.5,99478,1.3,-,0,-,5.5,71250,93.3,99478
1400000US48113013104,"Census Tract 131.04, Dallas County, Texas",668,46579,80.2,52685,9.9,4857,0,-,12.3,29333,74.7,54398
1400000US48113013105,"Census Tract 131.05, Dallas County, Texas",3303,29349,66.5,28856,18.4,31098,2.6,15478,29.5,26406,48,39628
1400000US48113013200,"Census Tract 132, Dallas County, Texas",3339,82288,84.8,90606,6.3,80605,4.4,48571,4.2,43828,83.7,92008
1400000US48113013300,"Census Tract 133, Dallas County, Texas",809,214830,93.1,221719,1,-,0,-,7.2,183750,91.8,220156
1400000US48113013400,"Census Tract 134, Dallas County, Texas",758,147500,92.6,179500,3,-,2.8,32614,0,-,92.6,179500
1400000US48113013500,"Census Tract 135, Dallas County, Texas",894,190200,91.6,149732,2.8,"250,000+",5.6,221250,2,238750,89.6,148125
1400000US48113013605,"Census Tract 136.05, Dallas County, Texas",2092,112750,87.2,113000,3.1,88304,2.8,76250,6.5,135186,86.3,113750
1400000US48113013606,"Census Tract 136.06, Dallas County, Texas",2537,55696,72,67723,9.7,42644,5.8,109375,14.8,33880,68.5,71319
1400000US48113013607,"Census Tract 136.07, Dallas County, Texas",1217,89315,88.9,96750,1.9,47604,1.1,-,7.6,29583,86.8,96250
1400000US48113013608,"Census Tract 136.08, Dallas County, Texas",996,191667,93.9,181146,0,-,6.1,"250,000+",1.3,"250,000+",92.6,172273
1400000US48113013609,"Census Tract 136.09, Dallas County, Texas",1160,65093,60.9,110536,16.8,26298,0.9,"2,500-",29.3,38843,50.8,118295
1400000US48113013610,"Census Tract 136.10, Dallas County, Texas",1503,64947,74,78690,4.3,40536,2.3,31172,27.4,44234,66.1,82083
1400000US48113013611,"Census Tract 136.11, Dallas County, Texas",1308,93365,86.5,100670,7.2,67635,0.7,-,5.8,70391,85.6,101161
1400000US48113013615,"Census Tract 136.15, Dallas County, Texas",2126,34574,32.6,44899,17.8,62132,5.2,16250,46.7,27224,28.7,53375
1400000US48113013616,"Census Tract 136.16, Dallas County, Texas",2736,53611,73.9,55547,7.1,62674,6.8,60147,17.8,39700,69.6,55469
1400000US48113013617,"Census Tract 136.17, Dallas County, Texas",1275,79205,81.6,101250,2.7,14583,10.2,23068,8.1,54554,78.6,96250
1400000US48113013618,"Census Tract 136.18, Dallas County, Texas",975,106563,91.3,110556,1.9,195521,6.8,22917,1,-,90.3,111944
1400000US48113013619,"Census Tract 136.19, Dallas County, Texas",2177,124798,83.2,135384,1.9,24830,7.6,81875,8,68237,81,135587
1400000US48113013620,"Census Tract 136.20, Dallas County, Texas",2553,52891,75.6,55257,14.5,40040,4.3,66523,12.4,39093,68.9,56227
1400000US48113013621,"Census Tract 136.21, Dallas County, Texas",2089,42141,66.1,51786,14.4,35446,3.7,44697,24,34092,57.9,51885
1400000US48113013622,"Census Tract 136.22, Dallas County, Texas",1630,60000,58.7,65000,20.4,65799,7.9,30673,16.4,66346,55.2,59938
1400000US48113013623,"Census Tract 136.23, Dallas County, Texas",3131,38843,47.3,48993,28.5,31228,4.1,85469,28.6,35000,38.5,49167
1400000US48113013624,"Census Tract 136.24, Dallas County, Texas",2043,50572,58.1,52897,19.4,45696,13.4,57425,13.1,30250,53.6,53935
1400000US48113013625,"Census Tract 136.25, Dallas County, Texas",1278,31600,31.1,51008,27.5,25825,6.8,31792,36.4,26563,29.3,51472
1400000US48113013626,"Census Tract 136.26, Dallas County, Texas",1169,46350,52.6,55558,9.4,58542,9,106161,38.2,28850,37.9,55469
1400000US48113013711,"Census Tract 137.11, Dallas County, Texas",725,31971,73.5,28140,4.1,34375,9,58092,69.1,27182,17.8,37917
1400000US48113013712,"Census Tract 137.12, Dallas County, Texas",655,61089,85,61653,4.4,-,0,-,31.1,59881,63.8,60161
1400000US48113013713,"Census Tract 137.13, Dallas County, Texas",462,28643,91.1,30040,0,-,0,-,91.6,28679,8.4,12438
1400000US48113013714,"Census Tract 137.14, Dallas County, Texas",1443,45306,88.4,45824,0,-,0,-,66.6,40625,33,52778
1400000US48113013715,"Census Tract 137.15, Dallas County, Texas",625,49602,84.8,48523,2.6,66250,6.2,51528,52.8,46696,35.8,65000
1400000US48113013716,"Census Tract 137.16, Dallas County, Texas",1455,55938,84.9,52475,3.6,56466,7.4,105172,23.6,51029,64.6,58125
1400000US48113013717,"Census Tract 137.17, Dallas County, Texas",761,48227,84,50250,3.7,36842,4.1,11938,62.9,48831,28.4,52609
1400000US48113013718,"Census Tract 137.18, Dallas County, Texas",1359,36010,81.2,35288,3,120898,7.8,53152,67.5,34434,21.9,39659
1400000US48113013719,"Census Tract 137.19, Dallas County, Texas",1255,61442,55,104063,14.1,52782,30.2,36125,5.2,87083,50.5,103750
1400000US48113013720,"Census Tract 137.20, Dallas County, Texas",1988,58852,77.9,65875,6.8,27933,7.8,53233,24.3,53389,58,68470
1400000US48113013721,"Census Tract 137.21, Dallas County, Texas",2316,92581,75.5,96532,11.1,85938,10.8,78875,12.3,62234,67.3,101500
1400000US48113013722,"Census Tract 137.22, Dallas County, Texas",1823,50750,74.5,52354,15,31892,8.4,46055,16,45694,61.7,53476
1400000US48113013725,"Census Tract 137.25, Dallas County, Texas",1730,42000,72.9,43125,16.6,44531,4.9,62826,26,32470,51.2,42692
1400000US48113013726,"Census Tract 137.26, Dallas County, Texas",1362,68561,82.2,68864,5.7,112888,3.8,64583,16.7,55444,73.2,76157
1400000US48113013727,"Census Tract 137.27, Dallas County, Texas",1570,65076,74.9,61458,14.8,77774,3.2,66894,11.3,38875,70.6,63967
1400000US48113013803,"Census Tract 138.03, Dallas County, Texas",2485,71722,88,75029,1.7,83917,3.5,122880,17.4,68088,73.8,76047
1400000US48113013804,"Census Tract 138.04, Dallas County, Texas",1227,51914,85.5,53405,5,59875,1.4,55375,23.9,37298,69.4,54138
1400000US48113013805,"Census Tract 138.05, Dallas County, Texas",1425,29540,72.6,31902,6,28958,7,23750,56.4,31419,28.5,26696
1400000US48113013806,"Census Tract 138.06, Dallas County, Texas",1247,59728,71.9,64966,7.6,36397,13.6,87917,18.8,50321,60,65556
1400000US48113013901,"Census Tract 139.01, Dallas County, Texas",962,49385,87.5,47846,0.9,-,2,42375,64.3,49596,32.7,46250
1400000US48113013902,"Census Tract 139.02, Dallas County, Texas",1439,51549,89.5,52228,1.4,-,1.9,66250,30.2,42039,66.5,60869
1400000US48113014001,"Census Tract 140.01, Dallas County, Texas",1369,64396,89.1,63929,2.9,63438,0,-,28.2,45463,66.5,73177
1400000US48113014002,"Census Tract 140.02, Dallas County, Texas",313,37361,100,37361,0,-,0,-,0,-,100,37361
1400000US48113014103,"Census Tract 141.03, Dallas County, Texas",1156,24784,42.1,26950,34,31224,10.3,"2,500-",33.4,25367,22,24297
1400000US48113014113,"Census Tract 141.13, Dallas County, Texas",1982,44167,54.1,45583,22.9,38714,14.5,56563,26.1,46136,33,48080
1400000US48113014114,"Census Tract 141.14, Dallas County, Texas",1643,31989,42.1,33260,42.1,30855,13.1,41377,18.5,25921,27,40536
1400000US48113014115,"Census Tract 141.15, Dallas County, Texas",2149,53425,79.8,53898,7.3,17250,5.4,74500,37,47750,49.2,63446
1400000US48113014116,"Census Tract 141.16, Dallas County, Texas",1978,37163,43.8,33843,36.7,40412,6.9,58500,26.4,33549,24.6,39669
1400000US48113014119,"Census Tract 141.19, Dallas County, Texas",1412,98868,83,99942,0.8,-,12.9,96111,7.2,90893,77.5,101944
1400000US48113014120,"Census Tract 141.20, Dallas County, Texas",1654,117895,92.6,120076,2.2,89375,5.2,115750,5.9,83500,86.7,120530
1400000US48113014121,"Census Tract 141.21, Dallas County, Texas",2470,58125,68.5,62143,17.7,55000,11.8,57393,6.3,43625,62.8,64557
1400000US48113014123,"Census Tract 141.23, Dallas County, Texas",1863,128438,84.9,126917,2.3,99519,11.3,159861,8,105540,77.9,134286
1400000US48113014124,"Census Tract 141.24, Dallas County, Texas",1373,166544,66.6,176282,3.9,56616,26.2,126029,3.7,131875,62.9,176955
1400000US48113014126,"Census Tract 141.26, Dallas County, Texas",1749,115152,88.2,111926,0.9,"2,500-",9,156827,5.5,62055,83.1,113897
1400000US48113014127,"Census Tract 141.27, Dallas County, Texas",3284,64178,38.9,63810,17,37895,41.8,76802,4.2,32847,36.3,64375
1400000US48113014128,"Census Tract 141.28, Dallas County, Texas",1549,54954,58.7,62279,8.5,33839,28,78542,6,32266,54.6,62353
1400000US48113014129,"Census Tract 141.29, Dallas County, Texas",1647,68727,53.5,66926,16.4,54643,29.5,92000,10.9,58472,45.6,70568
1400000US48113014130,"Census Tract 141.30, Dallas County, Texas",1789,71473,56.6,77663,10.4,39202,27.1,88096,7.6,57783,51.7,81488
1400000US48113014131,"Census Tract 141.31, Dallas County, Texas",2223,53036,53.7,55432,28.1,51278,15.4,67353,11.1,39944,46.8,46023
1400000US48113014132,"Census Tract 141.32, Dallas County, Texas",1044,69048,54.7,73780,23.3,16707,18.6,72245,9.4,55000,47.3,73333
1400000US48113014133,"Census Tract 141.33, Dallas County, Texas",2079,38344,40.7,37470,39.2,36078,10.6,31375,14.9,47361,31.5,37346
1400000US48113014134,"Census Tract 141.34, Dallas County, Texas",1235,124196,66.4,135833,1.1,-,29.4,122535,2.8,93173,65.3,137188
1400000US48113014135,"Census Tract 141.35, Dallas County, Texas",1685,74583,72.2,79196,11.5,51370,15.4,37318,10.1,70268,62.3,88380
1400000US48113014136,"Census Tract 141.36, Dallas County, Texas",2712,45677,49.1,46755,24.8,41983,17.8,64297,13.3,41333,40.4,49156
1400000US48113014137,"Census Tract 141.37, Dallas County, Texas",1323,64987,51,63176,15.6,54474,25.2,69613,6.4,82537,47.2,63852
1400000US48113014138,"Census Tract 141.38, Dallas County, Texas",1387,76359,70.7,66806,9.3,83218,14.8,130559,6.3,27375,65.5,67130
1400000US48113014203,"Census Tract 142.03, Dallas County, Texas",1250,51883,72.5,54485,16.2,33277,0,-,31.2,46630,51.6,66250
1400000US48113014204,"Census Tract 142.04, Dallas County, Texas",586,36154,72.5,37557,12.6,17256,8.2,21029,27.3,37212,51.9,49063
1400000US48113014205,"Census Tract 142.05, Dallas County, Texas",645,165583,82.5,154444,2.5,-,12.2,214205,7,131250,78.3,166250
1400000US48113014206,"Census Tract 142.06, Dallas County, Texas",1846,66037,76.4,66503,6.3,47115,13.5,74637,14.7,65357,64.6,66154
1400000US48113014302,"Census Tract 143.02, Dallas County, Texas",2275,44131,84.3,50368,3.6,18322,3.3,"2,500-",44,40125,49.1,67901
1400000US48113014306,"Census Tract 143.06, Dallas County, Texas",1609,47118,74.8,48125,9.4,46193,0,-,45.3,48963,43.4,48106
1400000US48113014307,"Census Tract 143.07, Dallas County, Texas",1948,57287,83.7,63578,7,42500,4.9,55326,12.9,28203,74.8,68500
1400000US48113014308,"Census Tract 143.08, Dallas County, Texas",1506,30210,64.1,29846,15,29674,7.4,15341,62.3,30787,17.1,43750
1400000US48113014309,"Census Tract 143.09, Dallas County, Texas",1657,26825,40.6,25881,31,20595,17.2,30547,34.2,23179,15.8,30027
1400000US48113014310,"Census Tract 143.10, Dallas County, Texas",1727,41394,53.9,54779,31.1,31424,8.2,9556,17.6,38667,43.3,64783
1400000US48113014311,"Census Tract 143.11, Dallas County, Texas",2017,65700,21.1,51992,6,32604,69.5,67326,4.7,179333,18.9,50977
1400000US48113014312,"Census Tract 143.12, Dallas County, Texas",2428,67807,58.2,70917,18.4,50287,16.2,86006,7.5,162976,54.4,69851
1400000US48113014403,"Census Tract 144.03, Dallas County, Texas",1630,38713,50.9,34286,31.5,40929,6.3,29054,32.3,37083,29.4,39583
1400000US48113014405,"Census Tract 144.05, Dallas County, Texas",1253,38750,71.5,40392,1,-,3.9,70446,55.9,41771,40.2,30814
1400000US48113014406,"Census Tract 144.06, Dallas County, Texas",1513,40547,67.9,44203,5.8,17429,1.8,-,50.8,32283,38.3,53167
1400000US48113014407,"Census Tract 144.07, Dallas County, Texas",1967,28218,70.7,32390,17.4,25799,0.7,-,46.7,32953,35.2,26042
1400000US48113014408,"Census Tract 144.08, Dallas County, Texas",1653,41019,60.9,51290,22.6,28980,4.1,92898,34.2,32043,38.3,73173
1400000US48113014501,"Census Tract 145.01, Dallas County, Texas",1107,58005,81.4,65302,6.8,42533,1.8,50000,35.5,52396,55.9,68606
1400000US48113014502,"Census Tract 145.02, Dallas County, Texas",1436,37031,69.8,49500,6.1,12250,4.8,18438,45.8,31391,43,59103
1400000US48113014601,"Census Tract 146.01, Dallas County, Texas",725,49792,81.1,51750,2.9,52813,1.7,-,45.8,39444,49.7,95000
1400000US48113014602,"Census Tract 146.02, Dallas County, Texas",1456,32249,67.7,31559,5.9,31991,1.6,42692,61.2,32355,30.2,32094
1400000US48113014603,"Census Tract 146.03, Dallas County, Texas",475,36688,71.8,38750,2.7,-,4.4,14688,65.1,36063,27.8,41300
1400000US48113014701,"Census Tract 147.01, Dallas County, Texas",1419,32679,68.9,37426,8,20147,2,21250,64.6,30104,26.6,38583
1400000US48113014702,"Census Tract 147.02, Dallas County, Texas",1160,34573,77.7,37063,0,-,2,-,62.9,28487,35.1,107841
1400000US48113014703,"Census Tract 147.03, Dallas County, Texas",511,32159,58.3,32931,2.7,-,0,-,58.5,31932,30.1,26071
1400000US48113014901,"Census Tract 149.01, Dallas County, Texas",487,41595,76,50482,8,34013,0,-,65.5,28050,26.5,51776
1400000US48113014902,"Census Tract 149.02, Dallas County, Texas",792,31523,54.2,40250,11.1,21250,0,-,50.5,31065,36.6,36579
1400000US48113015000,"Census Tract 150, Dallas County, Texas",2342,36780,75.7,37073,4.7,35862,6.9,52014,50.2,33291,38.2,53079
1400000US48113015100,"Census Tract 151, Dallas County, Texas",2237,48207,70.1,48136,3.6,27917,6.1,47763,44.2,35848,45.3,56284
1400000US48113015202,"Census Tract 152.02, Dallas County, Texas",1048,38148,77.8,37530,3.3,135069,0,-,59.2,23333,36.9,56472
1400000US48113015204,"Census Tract 152.04, Dallas County, Texas",2351,50942,80.1,49611,0.6,-,10.8,81842,30.6,38636,56.3,52930
1400000US48113015205,"Census Tract 152.05, Dallas County, Texas",1193,31031,72.6,37151,2.4,9226,1,-,63.5,27548,31.9,52829
1400000US48113015206,"Census Tract 152.06, Dallas County, Texas",1283,51723,72,55106,13.9,36667,3.5,-,28,50521,55.4,57554
1400000US48113015303,"Census Tract 153.03, Dallas County, Texas",640,36806,77,34727,1.6,-,0,-,57,33750,34.8,49205
1400000US48113015304,"Census Tract 153.04, Dallas County, Texas",1068,34125,73.4,34704,5.9,66094,3.8,7228,33.4,27480,51.4,39769
1400000US48113015305,"Census Tract 153.05, Dallas County, Texas",1329,52459,80.4,52366,4.2,63190,2.2,98188,41.6,52156,50.3,52482
1400000US48113015306,"Census Tract 153.06, Dallas County, Texas",1673,51339,68.7,57179,10.4,15345,8.8,62361,24,51809,55.8,59948
1400000US48113015401,"Census Tract 154.01, Dallas County, Texas",2600,53139,78.9,55201,11.3,28661,1.6,137670,17.3,32898,68.3,55895
1400000US48113015403,"Census Tract 154.03, Dallas County, Texas",1138,37246,68.6,43750,15.3,26797,0,-,41.7,31064,42.6,52589
1400000US48113015404,"Census Tract 154.04, Dallas County, Texas",1323,34850,55,35530,25.3,34094,0.7,-,53.8,34214,21.5,37500
1400000US48113015500,"Census Tract 155, Dallas County, Texas",1454,31677,77,42212,5.5,21047,5.9,30786,45.7,30911,45,42237
1400000US48113015600,"Census Tract 156, Dallas County, Texas",1432,30323,60.2,38232,6.1,17643,0,-,72.8,29261,23.5,45052
1400000US48113015700,"Census Tract 157, Dallas County, Texas",611,36690,76.3,35074,1.5,-,1,-,57,37000,39.8,35772
1400000US48113015800,"Census Tract 158, Dallas County, Texas",621,40753,89,40565,2.7,-,0,-,55.9,40894,39.1,40347
1400000US48113015900,"Census Tract 159, Dallas County, Texas",1164,30655,65.8,32456,20.3,23343,0,-,38.1,32824,40.5,37400
1400000US48113016001,"Census Tract 160.01, Dallas County, Texas",1241,40604,83.8,37581,2.8,85598,0,-,48.4,44111,47.9,33451
1400000US48113016002,"Census Tract 160.02, Dallas County, Texas",863,28250,70.2,29537,8,12730,0,-,58.6,28214,31.6,35179
1400000US48113016100,"Census Tract 161, Dallas County, Texas",1566,26286,54,25890,36.5,17935,0,-,24.5,28665,39,26589
1400000US48113016201,"Census Tract 162.01, Dallas County, Texas",1183,40083,69,40944,6.8,28333,3.6,20000,50.4,44891,38.4,39083
1400000US48113016202,"Census Tract 162.02, Dallas County, Texas",2278,36250,67.5,40181,9.2,11000,5.2,46136,41.7,36927,43.5,45091
1400000US48113016301,"Census Tract 163.01, Dallas County, Texas",1589,50290,56.6,50116,10.3,44667,4.4,33889,59.5,52577,25.6,48804
1400000US48113016302,"Census Tract 163.02, Dallas County, Texas",554,39864,79.1,42900,9.7,31350,6.3,44018,63.9,39045,29.1,58393
1400000US48113016401,"Census Tract 164.01, Dallas County, Texas",2765,62040,60.9,67939,22.5,52237,5.5,57212,35.7,48440,35.8,73994
1400000US48113016406,"Census Tract 164.06, Dallas County, Texas",1531,40969,68.5,43977,10.1,36290,2,"2,500-",50.7,40222,35.2,43125
1400000US48113016407,"Census Tract 164.07, Dallas County, Texas",2268,39327,67.4,41188,16.1,32311,1.5,66125,52,38456,29.8,50096
1400000US48113016408,"Census Tract 164.08, Dallas County, Texas",2244,59952,76.6,57068,13.3,61875,3.2,83688,38.3,62966,44.6,55074
1400000US48113016409,"Census Tract 164.09, Dallas County, Texas",1140,91422,70.4,91910,19.6,95956,3,43958,14.7,64750,62.6,91667
1400000US48113016410,"Census Tract 164.10, Dallas County, Texas",1448,74655,59.7,71389,23.8,84896,9.3,97585,21.2,36847,45,82257
1400000US48113016411,"Census Tract 164.11, Dallas County, Texas",2705,65566,59.1,64028,24.9,65602,7,88869,22.1,56250,46,66016
1400000US48113016412,"Census Tract 164.12, Dallas County, Texas",1255,99896,54.9,97813,32,113281,11.6,59917,8.9,76522,47.4,103750
1400000US48113016413,"Census Tract 164.13, Dallas County, Texas",2280,71321,55,67608,29.2,88525,4.6,34076,22.9,49361,40.8,72500
1400000US48113016502,"Census Tract 165.02, Dallas County, Texas",2246,45893,56.2,55647,17.5,36569,0.6,-,37.6,44201,41.3,58750
1400000US48113016509,"Census Tract 165.09, Dallas County, Texas",1989,61657,65.3,59135,23.5,70563,1.1,-,15.9,51797,55.8,68508
1400000US48113016510,"Census Tract 165.10, Dallas County, Texas",3360,62538,33.2,63528,46.8,59708,3.6,56842,24.1,67875,24.6,64833
1400000US48113016511,"Census Tract 165.11, Dallas County, Texas",1366,56627,24.8,59563,59.7,56132,1.2,90139,18.8,51797,19.3,76282
1400000US48113016513,"Census Tract 165.13, Dallas County, Texas",1813,88920,60.5,94329,33.9,87781,1.9,29803,10.6,54125,53.6,95993
1400000US48113016514,"Census Tract 165.14, Dallas County, Texas",2336,77192,43.8,76447,47,93654,4.8,75139,9.4,47917,38.7,77138
1400000US48113016516,"Census Tract 165.16, Dallas County, Texas",1881,44092,48.5,47995,27.1,43814,0.6,-,28.8,42094,39.2,49333
1400000US48113016517,"Census Tract 165.17, Dallas County, Texas",1641,44125,53,44054,31.7,44750,0.5,-,24.2,42525,43.6,44713
1400000US48113016518,"Census Tract 165.18, Dallas County, Texas",1693,44393,56.5,55625,26.8,38684,0,-,24.3,34375,49.2,57734
1400000US48113016519,"Census Tract 165.19, Dallas County, Texas",760,63673,87,64923,0.9,-,0,-,26.1,43667,73,74453
1400000US48113016520,"Census Tract 165.20, Dallas County, Texas",2064,40271,36.2,45387,36.1,38981,5,58214,35,39233,22.8,56450
1400000US48113016521,"Census Tract 165.21, Dallas County, Texas",1365,41173,35.7,37418,57.8,40083,2.4,41875,8.6,43800,31.1,43555
1400000US48113016522,"Census Tract 165.22, Dallas County, Texas",1035,57379,82.5,55179,11.9,58224,0,-,10.5,55221,75.3,54971
1400000US48113016523,"Census Tract 165.23, Dallas County, Texas",1479,74250,72.3,92153,17.6,57656,3.8,218676,6.4,44507,71.4,91250
1400000US48113016605,"Census Tract 166.05, Dallas County, Texas",2435,20476,21.5,30526,69,20048,0,-,15.6,31815,11.7,23250
1400000US48113016606,"Census Tract 166.06, Dallas County, Texas",2572,56906,32.4,66759,55.2,50114,1.8,73654,14.8,54630,26.4,68640
1400000US48113016607,"Census Tract 166.07, Dallas County, Texas",1575,25424,6.7,35000,83.6,25365,0,-,8.4,16694,4.7,34524
1400000US48113016610,"Census Tract 166.10, Dallas County, Texas",1964,41227,17.2,37656,77.5,41409,0,-,4.2,37500,16.7,27115
1400000US48113016611,"Census Tract 166.11, Dallas County, Texas",2034,51875,29.8,50476,65.7,52170,0.5,-,4.6,67788,28.3,50089
1400000US48113016612,"Census Tract 166.12, Dallas County, Texas",3963,81585,25.2,74432,71,86091,0.3,-,7.3,65304,19.4,78399
1400000US48113016615,"Census Tract 166.15, Dallas County, Texas",1193,59271,25.1,68558,60.6,58438,1.6,220125,15.3,57344,21.2,69471
1400000US48113016616,"Census Tract 166.16, Dallas County, Texas",1642,65291,43.7,68897,46,60417,1.7,175441,12,71563,39,66538
1400000US48113016617,"Census Tract 166.17, Dallas County, Texas",1545,97644,41.2,104457,52.1,95590,5.6,102396,5.6,133839,36.1,93269
1400000US48113016618,"Census Tract 166.18, Dallas County, Texas",1496,54310,43.8,56319,50.9,54181,1.2,170000,10,31265,37.2,67188
1400000US48113016619,"Census Tract 166.19, Dallas County, Texas",1391,43438,29,65327,67,32222,0,-,4.5,70481,26.5,65179
1400000US48113016620,"Census Tract 166.20, Dallas County, Texas",1905,61812,36.7,49045,57.3,68292,0,-,5.4,51250,33.7,48409
1400000US48113016621,"Census Tract 166.21, Dallas County, Texas",1591,46563,30.1,44403,57.8,46613,0.7,-,22.2,55938,18.8,34033
1400000US48113016622,"Census Tract 166.22, Dallas County, Texas",1030,46838,33.2,65577,62.1,45221,0,-,18,43715,21.4,70625
1400000US48113016623,"Census Tract 166.23, Dallas County, Texas",1661,54673,36.2,65500,58.2,53404,0.6,-,13.8,24740,24.7,84250
1400000US48113016624,"Census Tract 166.24, Dallas County, Texas",1145,66530,22.7,71458,66.6,59817,4.2,118879,15.8,52625,15.6,62321
1400000US48113016625,"Census Tract 166.25, Dallas County, Texas",2704,67260,24.9,56429,67.8,76429,3.2,62017,7.4,52404,21.6,56071
1400000US48113016626,"Census Tract 166.26, Dallas County, Texas",1424,44038,38.6,43527,50.7,51161,0.8,-,12.8,48500,32.3,42292
1400000US48113016701,"Census Tract 167.01, Dallas County, Texas",2020,31190,1.2,24583,97.6,30908,0,-,0.5,-,0.7,-
1400000US48113016703,"Census Tract 167.03, Dallas County, Texas",2872,48889,23.6,35128,66.7,60605,1.3,32250,19.9,34917,12.1,38355
1400000US48113016704,"Census Tract 167.04, Dallas County, Texas",1244,51667,17.7,45625,77.6,54241,0,-,7.3,51080,13.8,44231
1400000US48113016705,"Census Tract 167.05, Dallas County, Texas",2339,46861,19.8,57045,74.5,46427,0,-,9.7,39322,14,65712
1400000US48113016802,"Census Tract 168.02, Dallas County, Texas",1078,60756,50.7,53454,39.9,66500,1.6,-,13.3,39750,43.7,54046
1400000US48113016803,"Census Tract 168.03, Dallas County, Texas",2243,45813,40.9,55028,55.1,44543,0,-,9.8,47138,34.5,47383
1400000US48113016804,"Census Tract 168.04, Dallas County, Texas",2478,58000,10.3,69244,88,56836,0,-,3.3,68849,8,74375
1400000US48113016902,"Census Tract 169.02, Dallas County, Texas",1203,35897,57,32417,37.1,40417,0.5,-,30.4,32000,30.5,36477
1400000US48113016903,"Census Tract 169.03, Dallas County, Texas",1490,35897,59.1,39185,29.1,34141,0,-,30.3,26646,38.1,44605
1400000US48113017001,"Census Tract 170.01, Dallas County, Texas",2364,41589,75.6,43502,20.8,32892,0,-,16.5,40275,63.6,44139
1400000US48113017003,"Census Tract 170.03, Dallas County, Texas",3262,37718,86.3,38728,9.6,25250,0,-,29,25679,60,46902
1400000US48113017004,"Census Tract 170.04, Dallas County, Texas",2307,32756,74.2,30810,12.8,36149,0,-,54.7,36680,33.2,26232
1400000US48113017101,"Census Tract 171.01, Dallas County, Texas",1351,31868,81.3,31898,14.6,31425,0,-,40.3,23703,44.2,35125
1400000US48113017102,"Census Tract 171.02, Dallas County, Texas",1540,33991,59.9,35594,23.5,48750,2,"2,500-",46,27457,28,41394
1400000US48113017201,"Census Tract 172.01, Dallas County, Texas",1846,32780,66,31630,26.6,34313,0.5,-,36.5,28000,35,31985
